"ring","sex","year","site","site_recode","Difsite","survival","capture","Lrecapture","time_SLC","time_SFC","age_class","age_est","age_est_4eq5","age_cat","prop_occ","mean_occ","rel_occ","suc_av","suc_mean","rel_suc","mean_temp","mean_mean_temp","rel_mean_temp","total_precip","mean_total_precip","rel_total_precip"
"S922571","F",2017,"TAI","TAI",0,1,1,0,0,0,6,-999,-999,"O",1,0.757575757575758,0.242424242424242,2.83333333333333,3.01515151515152,-0.181818181818182,-0.829669421487603,0.250288578783363,-1.07995800027097,258.58,300.299,-41.719
"S922571","F",2018,"TAI","TAI",0,0,1,0,1,1,6,-999,-999,"O",0.833333333333333,0.757575757575758,0.0757575757575758,5,3.01515151515152,1.98484848484848,0.605537190082645,0.250288578783363,0.355248611299282,206.12,300.299,-94.179
"S922586","F",2017,"DEL","DEL",0,0,1,0,0,0,5,1,1,"Y",0.625,0.753787878787879,-0.128787878787879,3.25,4.3030303030303,-1.0530303030303,0.779421487603306,1.93416474732421,-1.15474325972091,216.53,249.884,-33.354
"S922587","F",2017,"DEL","DEL",0,1,1,0,0,0,5,1,1,"Y",0.625,0.753787878787879,-0.128787878787879,3.25,4.3030303030303,-1.0530303030303,0.779421487603306,1.93416474732421,-1.15474325972091,216.53,249.884,-33.354
"S922587","F",2018,"DEL","DEL",0,1,1,0,1,1,6,2,2,"O",0.75,0.753787878787879,-0.00378787878787878,5.375,4.3030303030303,1.0719696969697,2.40809917355372,1.93416474732421,0.473934426229508,189.75,249.884,-60.134
"S922587","F",2019,"DEL","DEL",0,1,1,0,1,2,6,3,3,"O",0.875,0.753787878787879,0.121212121212121,6.625,4.3030303030303,2.3219696969697,2.43106557377049,1.93416474732421,0.496900826446281,279.16,249.884,29.276
"S922587","F",2020,"DEL","DEL",0,0,1,0,1,3,6,4,4,"O",0.625,0.753787878787879,-0.128787878787879,3.5,4.3030303030303,-0.803030303030303,1.66132231404959,1.93416474732421,-0.272842433274624,273.39,249.884,23.506
"S922589","F",2017,"RTH","RTH",0,0,1,0,0,0,5,1,1,"Y",0.333333333333333,0.491666666666667,-0.158333333333333,1,3.025,-2.025,-1.42628099173554,-0.112241566183444,-1.31403942555209,219.07,325.631111111111,-106.561111111111
"S922601","M",2017,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,2.83333333333333,3.01515151515152,-0.181818181818182,-0.829669421487603,0.250288578783363,-1.07995800027097,258.58,300.299,-41.719
"S922601","M",2018,"TAI","TAI",0,0,1,0,1,1,6,2,2,"O",0.833333333333333,0.757575757575758,0.0757575757575758,5,3.01515151515152,1.98484848484848,0.605537190082645,0.250288578783363,0.355248611299282,206.12,300.299,-94.179
"S922602","F",2017,"TAI","TAI",0,1,1,0,0,0,5,1,1,"Y",1,0.757575757575758,0.242424242424242,2.83333333333333,3.01515151515152,-0.181818181818182,-0.829669421487603,0.250288578783363,-1.07995800027097,258.58,300.299,-41.719
"S922602","F",2018,"TAI","TAI",0,0,1,0,1,1,6,2,2,"O",0.833333333333333,0.757575757575758,0.0757575757575758,5,3.01515151515152,1.98484848484848,0.605537190082645,0.250288578783363,0.355248611299282,206.12,300.299,-94.179
"S922603","M",2017,"DEL","DEL",0,0,1,0,0,0,5,1,1,"Y",0.625,0.753787878787879,-0.128787878787879,3.25,4.3030303030303,-1.0530303030303,0.779421487603306,1.93416474732421,-1.15474325972091,216.53,249.884,-33.354
"S922604","F",2017,"DEL","DEL",0,0,1,0,0,0,6,-999,-999,"O",0.625,0.753787878787879,-0.128787878787879,3.25,4.3030303030303,-1.0530303030303,0.779421487603306,1.93416474732421,-1.15474325972091,216.53,249.884,-33.354
"S922623","M",2017,"NEW","NEW",0,0,1,0,0,0,5,1,1,"Y",0.5,0.553030303030303,-0.053030303030303,1.625,2.95833333333333,-1.33333333333333,-1.75760330578512,-0.444887278146593,-1.31271602763853,270.45,414.056,-143.606
"S922633","F",2017,"AVN","AVN",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.845833333333333,-0.0958333333333333,6,5.065,0.935,-1.43528925619835,-0.126122852970841,-1.30916640322751,266.32,411.834444444444,-145.514444444444
"S922687","F",2017,"AVN","AVN",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.845833333333333,-0.0958333333333333,6,5.065,0.935,-1.43528925619835,-0.126122852970841,-1.30916640322751,266.32,411.834444444444,-145.514444444444
"S922700","F",2017,"NEW","NEW",0,1,1,0,0,0,6,-999,-999,"O",0.5,0.553030303030303,-0.053030303030303,1.625,2.95833333333333,-1.33333333333333,-1.75760330578512,-0.444887278146593,-1.31271602763853,270.45,414.056,-143.606
"S922700","F",2018,"NEW","NEW",NA,1,0,NA,1,1,-999,-999,-999,"O",0.375,0.553030303030303,-0.178030303030303,2.375,2.95833333333333,-0.583333333333333,0.142727272727273,-0.444887278146593,0.587614550873865,313.65,414.056,-100.406
"S922700","F",2019,"NEW","NEW",0,1,1,1,2,2,6,-999,-999,"O",0.625,0.553030303030303,0.071969696969697,3.875,2.95833333333333,0.916666666666667,0.239426229508197,-0.444887278146593,0.684313507654789,562.49,414.056,148.434
"S922700","F",2020,"NEW","NEW",NA,1,0,NA,1,3,-999,-999,-999,"O",0.5,0.553030303030303,-0.053030303030303,3.625,2.95833333333333,0.666666666666667,-0.980495867768595,-0.444887278146593,-0.535608589622002,417.94,414.056,3.88400000000001
"S922700","F",2021,"NEW","NEW",0,0,1,1,2,4,6,-999,-999,"O",0.5,0.553030303030303,-0.053030303030303,2.125,2.95833333333333,-0.833333333333333,-0.0117355371900826,-0.444887278146593,0.43315174095651,390.85,414.056,-23.206
"S922712","F",2017,"BAD","BAD",0,1,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.803030303030303,-0.136363636363636,4,4.57272727272727,-0.572727272727272,-0.582314049586777,0.861713995393578,-1.44402804498035,392.65,441.534,-48.884
"S922712","F",2018,"BAD","BAD",0,0,1,0,1,1,6,-999,-999,"O",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.10247933884298,0.861713995393578,0.240765343449397,262.02,441.534,-179.514
"S922713","F",2017,"BAD","BAD",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.803030303030303,-0.136363636363636,4,4.57272727272727,-0.572727272727272,-0.582314049586777,0.861713995393578,-1.44402804498035,392.65,441.534,-48.884
"S922713","F",2018,"BAD","BAD",0,0,1,0,1,1,6,2,2,"O",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.10247933884298,0.861713995393578,0.240765343449397,262.02,441.534,-179.514
"S922714","M",2017,"BAD","BAD",0,0,1,0,0,0,6,-999,-999,"O",0.666666666666667,0.803030303030303,-0.136363636363636,4,4.57272727272727,-0.572727272727272,-0.582314049586777,0.861713995393578,-1.44402804498035,392.65,441.534,-48.884
"S922715","F",2017,"LVN","LVN",0,0,1,0,0,0,5,1,1,"Y",0.75,0.715909090909091,0.0340909090909091,4.125,3.88257575757576,0.242424242424242,-0.699256198347107,0.803048841620377,-1.50230503996748,413.71,430.132,-16.422
"S922716","M",2017,"LVN","LVN",0,1,1,0,0,0,5,1,1,"Y",0.75,0.715909090909091,0.0340909090909091,4.125,3.88257575757576,0.242424242424242,-0.699256198347107,0.803048841620377,-1.50230503996748,413.71,430.132,-16.422
"S922716","M",2018,"LVN","LVN",0,0,1,0,1,1,6,2,2,"O",0.75,0.715909090909091,0.0340909090909091,5.25,3.88257575757576,1.36742424242424,1.03479338842975,0.803048841620377,0.231744546809375,251.03,430.132,-179.102
"S922717","F",2017,"GLF","GLF",0,1,1,0,0,0,6,-999,-999,"O",0.75,0.825757575757576,-0.0757575757575758,1.875,3.76515151515152,-1.89015151515152,-0.711900826446281,0.765126270153096,-1.47702709659938,371.7,411.841,-40.141
"S922717","F",2018,"GLF","GLF",0,0,1,0,1,1,6,-999,-999,"O",1,0.825757575757576,0.174242424242424,5.25,3.76515151515152,1.48484848484848,0.887190082644628,0.765126270153096,0.122063812491532,244.17,411.841,-167.671
"S922718","M",2017,"GLF","GLF",0,1,1,0,0,0,6,-999,-999,"O",0.75,0.825757575757576,-0.0757575757575758,1.875,3.76515151515152,-1.89015151515152,-0.711900826446281,0.765126270153096,-1.47702709659938,371.7,411.841,-40.141
"S922718","M",2018,"GLF","GLF",0,0,1,0,1,1,6,-999,-999,"O",1,0.825757575757576,0.174242424242424,5.25,3.76515151515152,1.48484848484848,0.887190082644628,0.765126270153096,0.122063812491532,244.17,411.841,-167.671
"S922746","M",2017,"RSY","RSY",0,1,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922746","M",2018,"RSY","RSY",0,0,1,0,1,1,6,2,2,"O",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,2.47429752066116,2.40427712294329,0.0700203977178639,159.09,283.688888888889,-124.598888888889
"S922747","F",2017,"RSY","RSY",0,1,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922747","F",2018,"RSY","RSY",0,0,1,0,1,1,6,2,2,"O",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,2.47429752066116,2.40427712294329,0.0700203977178639,159.09,283.688888888889,-124.598888888889
"S922748","M",2017,"LVN","LVN",0,1,1,0,0,0,5,1,1,"Y",0.75,0.715909090909091,0.0340909090909091,4.125,3.88257575757576,0.242424242424242,-0.699256198347107,0.803048841620377,-1.50230503996748,413.71,430.132,-16.422
"S922748","M",2018,"LVN","LVN",0,1,1,0,1,1,6,2,2,"O",0.75,0.715909090909091,0.0340909090909091,5.25,3.88257575757576,1.36742424242424,1.03479338842975,0.803048841620377,0.231744546809375,251.03,430.132,-179.102
"S922748","M",2019,"LVN","LVN",0,1,1,0,1,2,6,3,3,"O",0.75,0.715909090909091,0.0340909090909091,3.875,3.88257575757576,-0.00757575757575779,1.45811475409836,0.803048841620377,0.655065912477984,566.95,430.132,136.818
"S922748","M",2020,"LVN","LVN",0,1,1,0,1,3,6,4,4,"O",0.625,0.715909090909091,-0.0909090909090909,2.5,3.88257575757576,-1.38257575757576,0.476115702479339,0.803048841620377,-0.326933139141038,503.61,430.132,73.478
"S922748","M",2021,"LVN","LVN",0,1,1,0,1,4,6,5,5,"O",0.625,0.715909090909091,-0.0909090909090909,2.625,3.88257575757576,-1.25757575757576,1.2703305785124,0.803048841620377,0.46728173689202,318.38,430.132,-111.752
"S922748","M",2022,"LVN","LVN",0,1,1,0,1,5,6,6,6,"O",0.75,0.715909090909091,0.0340909090909091,4,3.88257575757576,0.117424242424242,0.465950413223141,0.803048841620377,-0.337098428397236,432.25,430.132,2.11799999999999
"S922748","M",2023,"LVN","LVN",0,0,1,0,1,6,6,7,7,"O",0.875,0.715909090909091,0.159090909090909,5.5,3.88257575757576,1.61742424242424,1.32598360655738,0.803048841620377,0.522934764937,524.35,430.132,94.218
"S922749","M",2017,"PTH","PTH",0,0,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,5.875,5.52651515151515,0.348484848484849,-0.314545454545455,1.15592148760331,-1.47046694214876,257.91,312.002,-54.092
"S922750","F",2017,"PTH","PTH",0,1,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,5.875,5.52651515151515,0.348484848484849,-0.314545454545455,1.15592148760331,-1.47046694214876,257.91,312.002,-54.092
"S922750","F",2018,"PTH","PTH",0,0,1,0,1,1,6,2,2,"O",0.875,0.833333333333333,0.0416666666666666,6.375,5.52651515151515,0.848484848484849,1.2900826446281,1.15592148760331,0.134161157024794,201.54,312.002,-110.462
"S922759","M",2017,"PIT","PIT",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.890625,-0.140625,6.25,5.84375,0.40625,-0.977520661157025,0.31285752995142,-1.29037819110844,266.19,366.294285714286,-100.104285714286
"S922760","M",2017,"KCK","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"S922775","F",2017,"AVN","AVN",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.845833333333333,-0.0958333333333333,6,5.065,0.935,-1.43528925619835,-0.126122852970841,-1.30916640322751,266.32,411.834444444444,-145.514444444444
"S922794","M",2017,"KCK","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"S922795","F",2017,"KCK","KCK/KCZ",0,1,1,0,0,0,5,1,1,"Y",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"S922795","F",2018,"KCK","KCK/KCZ",NA,1,0,NA,1,1,-999,2,2,"O",0.4375,0.545454545454545,-0.107954545454545,3.125,2.96969696969697,0.15530303030303,0.600206611570248,0.201431005283837,0.398775606286411,230.685,362.8245,-132.1395
"S922795","F",2019,"KCK","KCK/KCZ",0,0,1,1,2,2,4,3,3,"O",0.75,0.545454545454545,0.204545454545455,5.6875,2.96969696969697,2.71780303030303,0.514590163934426,0.201431005283837,0.313159158650589,476.11,362.8245,113.2855
"S922796","F",2017,"KCZ","KCK/KCZ",0,0,1,0,0,0,5,1,1,"Y",0.3125,0.545454545454545,-0.232954545454545,1.375,2.96969696969697,-1.59469696969697,-1.07714876033058,0.201431005283837,-1.27857976561442,227.935,362.8245,-134.8895
"S922797","F",2017,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",0.75,0.890625,-0.140625,6.25,5.84375,0.40625,-0.977520661157025,0.31285752995142,-1.29037819110844,266.19,366.294285714286,-100.104285714286
"S922798","M",2017,"PIT","PIT",0,1,1,0,0,0,6,-999,-999,"O",0.75,0.890625,-0.140625,6.25,5.84375,0.40625,-0.977520661157025,0.31285752995142,-1.29037819110844,266.19,366.294285714286,-100.104285714286
"S922798","M",2018,"PIT","PIT",0,0,1,0,1,1,6,-999,-999,"O",1,0.890625,0.109375,7,5.84375,1.15625,0.708925619834711,0.31285752995142,0.396068089883291,260.55,366.294285714286,-105.744285714286
"S922799","F",2017,"PIT","PIT",0,0,1,0,0,0,5,1,1,"Y",0.75,0.890625,-0.140625,6.25,5.84375,0.40625,-0.977520661157025,0.31285752995142,-1.29037819110844,266.19,366.294285714286,-100.104285714286
"S922800","F",2017,"DUN","DUN",0,0,1,0,0,0,5,1,1,"Y",0.375,0.287878787878788,0.0871212121212121,0.75,1.45833333333333,-0.708333333333333,-0.709752066115703,0.633832339791356,-1.34358440590706,343.75,444.612,-100.862
"S922813","F",2017,"EDI","EDI",0,1,1,0,0,0,5,1,1,"Y",0.875,0.908333333333333,-0.0333333333333333,4.875,5.17916666666667,-0.304166666666666,0.484462809917355,1.95644959279833,-1.47198678288097,289.09,322.032222222222,-32.9422222222223
"S922813","F",2018,"EDI","EDI",0,1,1,0,1,1,6,2,2,"O",0.875,0.908333333333333,-0.0333333333333333,6.75,5.17916666666667,1.57083333333333,1.9996694214876,1.95644959279833,0.0432198286892773,176.03,322.032222222222,-146.002222222222
"S922813","F",2019,"EDI","EDI",0,0,1,0,1,2,6,3,3,"O",1,0.908333333333333,0.0916666666666667,7.625,5.17916666666667,2.44583333333333,2.52319672131148,1.95644959279833,0.566747128513149,400.98,322.032222222222,78.9477777777778
"S922814","M",2017,"EDI","EDI",0,1,1,0,0,0,5,1,1,"Y",0.875,0.908333333333333,-0.0333333333333333,4.875,5.17916666666667,-0.304166666666666,0.484462809917355,1.95644959279833,-1.47198678288097,289.09,322.032222222222,-32.9422222222223
"S922814","M",2018,"EDI","EDI",NA,1,0,NA,1,1,-999,2,2,"O",0.875,0.908333333333333,-0.0333333333333333,6.75,5.17916666666667,1.57083333333333,1.9996694214876,1.95644959279833,0.0432198286892773,176.03,322.032222222222,-146.002222222222
"S922814","M",2019,"EDI","EDI",0,0,1,1,2,2,6,3,3,"O",1,0.908333333333333,0.0916666666666667,7.625,5.17916666666667,2.44583333333333,2.52319672131148,1.95644959279833,0.566747128513149,400.98,322.032222222222,78.9477777777778
"S922815","F",2017,"RSY","RSY",0,0,1,0,0,0,6,-999,-999,"O",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922816","M",2017,"RSY","RSY",0,0,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922817","F",2017,"RSY","RSY",0,0,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922818","F",2017,"RSY","RSY",0,0,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922819","M",2017,"RSY","RSY",0,0,1,0,0,0,5,1,1,"Y",0.625,0.708333333333333,-0.0833333333333334,2.5,2.325,0.175,0.912892561983471,2.40427712294329,-1.49138456095982,254.05,283.688888888889,-29.6388888888889
"S922820","F",2017,"PTH","PTH",0,0,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,5.875,5.52651515151515,0.348484848484849,-0.314545454545455,1.15592148760331,-1.47046694214876,257.91,312.002,-54.092
"S922821","M",2017,"PTH","PTH",0,1,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,5.875,5.52651515151515,0.348484848484849,-0.314545454545455,1.15592148760331,-1.47046694214876,257.91,312.002,-54.092
"S922821","M",2018,"PTH","PTH",0,1,1,0,1,1,6,2,2,"O",0.875,0.833333333333333,0.0416666666666666,6.375,5.52651515151515,0.848484848484849,1.2900826446281,1.15592148760331,0.134161157024794,201.54,312.002,-110.462
"S922821","M",2019,"PTH","PTH",0,0,1,0,1,2,6,3,3,"O",1,0.833333333333333,0.166666666666667,9.375,5.52651515151515,3.84848484848485,1.78131147540984,1.15592148760331,0.62538998780653,351.41,312.002,39.408
"S922822","F",2017,"PTH","PTH",0,0,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,5.875,5.52651515151515,0.348484848484849,-0.314545454545455,1.15592148760331,-1.47046694214876,257.91,312.002,-54.092
"S922823","F",2017,"BLG","BLG",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.943181818181818,-0.0681818181818182,5.375,6.03030303030303,-0.65530303030303,-0.702396694214876,0.62631696247121,-1.32871365668609,247.53,347.819,-100.289
"S922823","F",2018,"BLG","BLG",0,0,1,0,1,1,6,-999,-999,"O",0.875,0.943181818181818,-0.0681818181818182,6.75,6.03030303030303,0.71969696969697,0.931570247933884,0.62631696247121,0.305253285462674,222.94,347.819,-124.879
"S922824","F",2017,"BLG","BLG",0,1,1,0,0,0,6,-999,-999,"O",0.875,0.943181818181818,-0.0681818181818182,5.375,6.03030303030303,-0.65530303030303,-0.702396694214876,0.62631696247121,-1.32871365668609,247.53,347.819,-100.289
"S922824","F",2018,"BLG","BLG",0,1,1,0,1,1,6,-999,-999,"O",0.875,0.943181818181818,-0.0681818181818182,6.75,6.03030303030303,0.71969696969697,0.931570247933884,0.62631696247121,0.305253285462674,222.94,347.819,-124.879
"S922824","F",2019,"BLG","BLG",0,0,1,0,1,2,6,-999,-999,"O",1,0.943181818181818,0.0568181818181818,9.375,6.03030303030303,3.34469696969697,1.11926229508197,0.62631696247121,0.492945332610757,427.18,347.819,79.361
"S922825","M",2017,"BLG","BLG",0,1,1,0,0,0,5,1,1,"Y",0.875,0.943181818181818,-0.0681818181818182,5.375,6.03030303030303,-0.65530303030303,-0.702396694214876,0.62631696247121,-1.32871365668609,247.53,347.819,-100.289
"S922825","M",2018,"BLG","BLG",0,0,1,0,1,1,6,2,2,"O",0.875,0.943181818181818,-0.0681818181818182,6.75,6.03030303030303,0.71969696969697,0.931570247933884,0.62631696247121,0.305253285462674,222.94,347.819,-124.879
"S922834","F",2017,"STY","STY",0,0,1,0,0,0,5,1,1,"Y",0.75,0.723484848484849,0.0265151515151515,5.125,4.66666666666667,0.458333333333333,-0.572809917355372,0.835176737569435,-1.40798665492481,247.22,331.33,-84.11
"S922836","F",2017,"GLF","GLF",0,0,1,0,0,0,6,-999,-999,"O",0.75,0.825757575757576,-0.0757575757575758,1.875,3.76515151515152,-1.89015151515152,-0.711900826446281,0.765126270153096,-1.47702709659938,371.7,411.841,-40.141
"S922848","M",2018,"BAD","BAD",0,1,1,0,0,0,5,1,1,"Y",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.10247933884298,0.861713995393578,0.240765343449397,262.02,441.534,-179.514
"S922848","M",2019,"BAD","BAD",0,1,1,0,1,1,6,2,2,"O",0.5,0.803030303030303,-0.303030303030303,5,4.57272727272727,0.427272727272728,1.4655737704918,0.861713995393578,0.603859775098225,564.95,441.534,123.416
"S922848","M",2020,"BAD","BAD",0,0,1,0,1,2,6,3,3,"O",0.666666666666667,0.803030303030303,-0.136363636363636,3.83333333333333,4.57272727272727,-0.739393939393939,0.46900826446281,0.861713995393578,-0.392705730930768,520.95,441.534,79.4160000000001
"S922851","F",2017,"PTH","PTH",0,0,1,0,0,0,5,1,1,"Y",0.875,0.833333333333333,0.0416666666666666,5.875,5.52651515151515,0.348484848484849,-0.314545454545455,1.15592148760331,-1.47046694214876,257.91,312.002,-54.092
"S922883","F",2017,"BAD","BAD",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.803030303030303,-0.136363636363636,4,4.57272727272727,-0.572727272727272,-0.582314049586777,0.861713995393578,-1.44402804498035,392.65,441.534,-48.884
"S922883","F",2018,"BAD","BAD",0,0,1,0,1,1,6,2,2,"O",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.10247933884298,0.861713995393578,0.240765343449397,262.02,441.534,-179.514
"S922884","M",2017,"BAD","BAD",0,1,1,0,0,0,5,1,1,"Y",0.666666666666667,0.803030303030303,-0.136363636363636,4,4.57272727272727,-0.572727272727272,-0.582314049586777,0.861713995393578,-1.44402804498035,392.65,441.534,-48.884
"S922884","M",2018,"BAD","BAD",0,1,1,0,1,1,6,2,2,"O",0.833333333333333,0.803030303030303,0.0303030303030304,5.5,4.57272727272727,0.927272727272728,1.10247933884298,0.861713995393578,0.240765343449397,262.02,441.534,-179.514
"S922884","M",2019,"BAD","BAD",0,1,1,0,1,2,6,3,3,"O",0.5,0.803030303030303,-0.303030303030303,5,4.57272727272727,0.427272727272728,1.4655737704918,0.861713995393578,0.603859775098225,564.95,441.534,123.416
"S922884","M",2020,"BAD","BAD",0,1,1,0,1,3,6,4,4,"O",0.666666666666667,0.803030303030303,-0.136363636363636,3.83333333333333,4.57272727272727,-0.739393939393939,0.46900826446281,0.861713995393578,-0.392705730930768,520.95,441.534,79.4160000000001
"S922884","M",2021,"BAD","BAD",0,0,1,0,1,4,6,5,5,"O",0.833333333333333,0.803030303030303,0.0303030303030304,5.16666666666667,4.57272727272727,0.593939393939395,1.36768595041322,0.861713995393578,0.505971955019645,344.3,441.534,-97.234
"S922885","F",2017,"STY","STY",0,0,1,0,0,0,5,1,1,"Y",0.75,0.723484848484849,0.0265151515151515,5.125,4.66666666666667,0.458333333333333,-0.572809917355372,0.835176737569435,-1.40798665492481,247.22,331.33,-84.11
"S922886","F",2017,"STY","STY",0,0,1,0,0,0,5,1,1,"Y",0.75,0.723484848484849,0.0265151515151515,5.125,4.66666666666667,0.458333333333333,-0.572809917355372,0.835176737569435,-1.40798665492481,247.22,331.33,-84.11
"S922887","F",2017,"STY","STY",0,1,1,0,0,0,5,1,1,"Y",0.75,0.723484848484849,0.0265151515151515,5.125,4.66666666666667,0.458333333333333,-0.572809917355372,0.835176737569435,-1.40798665492481,247.22,331.33,-84.11
"S922887","F",2018,"STY","STY",0,1,1,0,1,1,6,2,2,"O",0.75,0.723484848484849,0.0265151515151515,6.5,4.66666666666667,1.83333333333333,0.971404958677686,0.835176737569435,0.136228221108251,207.46,331.33,-123.87
"S922887","F",2019,"STY","STY",0,0,1,0,1,2,6,3,3,"O",0.625,0.723484848484849,-0.0984848484848485,5.625,4.66666666666667,0.958333333333333,1.46155737704918,0.835176737569435,0.626380639479745,343.86,331.33,12.53
"S922908","M",2017,"BIR","BIR",0,1,1,0,0,0,6,-999,-999,"O",0.375,0.526515151515151,-0.151515151515151,1.625,3.06060606060606,-1.43560606060606,-0.646776859504132,0.714452919658583,-1.36122977916272,274.38,377.596,-103.216
"S922908","M",2018,"BIR","BIR",0,1,1,0,1,1,6,-999,-999,"O",0.5,0.526515151515151,-0.0265151515151515,3.125,3.06060606060606,0.0643939393939394,0.925454545454545,0.714452919658583,0.211001625795963,237.12,377.596,-140.476
"S922908","M",2019,"BIR","BIR",0,1,1,0,1,2,6,-999,-999,"O",0.375,0.526515151515151,-0.151515151515151,4.125,3.06060606060606,1.06439393939394,1.30131147540984,0.714452919658583,0.586858555751253,404.02,377.596,26.424
"S922908","M",2020,"BIR","BIR",0,0,1,0,1,3,6,-999,-999,"O",0.5,0.526515151515151,-0.0265151515151515,3.75,3.06060606060606,0.689393939393939,0.356280991735537,0.714452919658583,-0.358171927923046,440.82,377.596,63.224
"S922917","M",2018,"FOU","FOU",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.590909090909091,-0.0909090909090909,3.25,3.41287878787879,-0.162878787878788,1.51520661157025,1.04009090909091,0.475115702479339,253.76,318.906,-65.146
"S922918","F",2018,"FOU","FOU",0,0,1,0,0,0,5,1,1,"Y",0.5,0.590909090909091,-0.0909090909090909,3.25,3.41287878787879,-0.162878787878788,1.51520661157025,1.04009090909091,0.475115702479339,253.76,318.906,-65.146
"S922956","M",2019,"AVN","AVN",0,0,1,0,0,0,5,1,1,"Y",0.875,0.845833333333333,0.0291666666666667,5.375,5.065,0.31,0.561311475409836,-0.126122852970841,0.687434328380677,598.6,411.834444444444,186.765555555556
"S922957","F",2018,"FSH","FSH",0,1,1,0,0,0,5,1,1,"Y",0.5,0.670454545454545,-0.170454545454545,3.5,3.09848484848485,0.401515151515151,-0.0874380165289256,-0.668384026554667,0.580946010025742,267.45,335.096,-67.646
"S922957","F",2019,"FSH","FSH",0,1,1,0,1,1,6,2,2,"O",0.75,0.670454545454545,0.0795454545454546,3.625,3.09848484848485,0.526515151515151,0.0216393442622951,-0.668384026554667,0.690023370816963,441.92,335.096,106.824
"S922957","F",2020,"FSH","FSH",0,1,1,0,1,2,6,3,3,"O",0.75,0.670454545454545,0.0795454545454546,3,3.09848484848485,-0.0984848484848486,-1.00553719008264,-0.668384026554667,-0.337153163527977,335.12,335.096,0.0240000000000009
"S922957","F",2021,"FSH","FSH",0,0,1,0,1,3,6,4,4,"O",0.875,0.670454545454545,0.204545454545455,3.375,3.09848484848485,0.276515151515151,-0.347190082644628,-0.668384026554667,0.321193943910039,304.25,335.096,-30.846
"S922999","F",2018,"HWP","HWP",0,0,1,0,0,0,6,-999,-999,"O",0.5,0.453125,0.046875,3.125,2.546875,0.578125,-0.0273553719008265,-0.664316488280721,0.636961116379894,282.55,323.751428571429,-41.2014285714286
