"ring","year","site","box","age","sex","wing","tarsus","mass","date","time","ringer","season","history","notes","catching","X"
"AXH7456",2020,"PIT",4,5,"M",63,NA,11.08,152,"13:11","ABP","spring",0,NA,NA,NA
"AXH8091",2020,"PIT",5,5,"F",62,NA,10.97,156,"14:24","ABP","spring",0,NA,NA,NA
"ARD7802",2020,"PIT",5,6,"M",66,NA,10.46,156,"14:24","ABP","spring",1,NA,NA,NA
"AHD7833",2020,"PIT",6,6,"F",63,NA,10.67,154,"11:36","KM","spring",1,NA,NA,NA
"AHD7439",2020,"PIT",6,6,"M",65,NA,11.56,154,"11:36","KM","spring",1,NA,NA,NA
"AXH7457",2020,"PIT",7,5,"F",63,NA,11.16,152,"13:34","ABP","spring",0,NA,NA,NA
"AXH7141",2020,"PIT",7,5,"M",65,NA,11.26,152,"13:34","ABP","spring",1,NA,NA,NA
"ARD6618",2020,"PIT",8,6,"F",63,NA,11.17,158,"10:36","KM","spring",1,NA,NA,NA
"AXH9394",2020,"PIT",8,6,"M",68,NA,11.8,158,"10:36","KM","spring",0,NA,NA,NA
"AXH8631",2021,"PIT",3,5,"F",60,NA,10.01,165,"08:22","EAM","spring",0,NA,NA,NA
"AXH7048",2021,"PIT",3,5,"M",65,NA,11.57,165,"08:22","EAM","spring",1,NA,NA,NA
"AXH7455",2021,"PIT",4,6,"F",64,NA,11.55,157,"08:30","KM","spring",1,NA,NA,NA
"AXH7456",2021,"PIT",4,6,"M",65,NA,11.11,157,"08:30","KM","spring",1,NA,NA,NA
"AXH9789",2021,"PIT",5,5,"F",60,NA,10.95,153,"08:35","SEL","spring",0,NA,NA,NA
"ARD7845",2021,"PIT",5,6,"M",64,NA,10.5,153,"08:58","SEL","spring",1,NA,NA,NA
"AXH7457",2021,"PIT",6,6,"F",61,NA,10.51,165,"08:30","EAM","spring",1,NA,NA,NA
"AHD7439",2021,"PIT",6,6,"M",66,NA,11.55,165,"08:30","EAM","spring",1,NA,NA,NA
"AHD7925",2021,"PIT",7,6,"F",61,NA,10.45,163,"11:30","KM","spring",1,NA,NA,NA
"Z081094",2014,"PTH",1,6,"F",NA,NA,NA,143,NA,"ABP","spring",0,NA,NA,NA
"Z081154",2014,"PTH",3,6,"F",61,NA,NA,148,NA,"ABP","spring",0,NA,NA,NA
"Z081698",2014,"PTH",4,5,"M",63,NA,11.3,154,NA,"ABP","spring",0,NA,NA,NA
"Z081650",2014,"PTH",6,5,"F",62.5,NA,10.6,151,NA,"ABP","spring",0,NA,NA,NA
"Z632422",2015,"PTH",1,6,"M",65,NA,10.36,148,NA,"ABP","spring",0,"was entered as 421, but this seems likely to have been a mistake, as this ring number was also assigned to a nestling at LVN",NA,NA
"Z632370",2015,"PTH",2,5,"F",62,NA,9.96,161,"13:30","ABP","spring",0,NA,NA,NA
"Z632652",2015,"PTH",2,5,"M",65,NA,10.8,160,"11:30","ABP","spring",0,NA,NA,NA
"Z081154",2015,"PTH",3,6,"F",64,NA,10.3,152,"09:35","IBC","spring",1,NA,NA,NA
"Z632253",2015,"PTH",3,6,"M",63,NA,11.33,152,"09:35","IBC","spring",0,NA,NA,NA
"Z632562",2015,"PTH",4,5,"F",61,NA,10.82,156,NA,"ABP","spring",0,NA,NA,NA
"Z081698",2015,"PTH",4,6,"M",65,NA,10.78,156,NA,"ABP","spring",1,NA,NA,NA
"Z632252",2015,"PTH",5,6,"F",61,NA,10.71,152,"09:25","IBC","spring",0,NA,NA,NA
"Z632289",2015,"PTH",6,5,"F",60,NA,10.45,158,"10:00","IBC","spring",0,NA,NA,NA
"Z632288",2015,"PTH",6,5,"M",63,NA,10.18,158,"10:00","IBC","spring",0,NA,NA,NA
"Z081094",2016,"PTH",1,6,"F",62,NA,12.43,154,"10:58","ABP","spring",1,NA,NA,NA
"Z632971",2016,"PTH",1,6,"M",64,NA,10.62,161,"10:30","ABP","spring",0,NA,NA,NA
"Z632953",2016,"PTH",2,5,"F",63,NA,10.54,156,"09:30","ABP","spring",0,NA,NA,NA
"Z632952",2016,"PTH",2,5,"M",65,NA,10.17,156,"09:30","ABP","spring",0,NA,NA,NA
"Z632381",2016,"PTH",3,6,"F",64,NA,11.09,145,"12:00","ABP","spring",0,NA,NA,NA
"Z632253",2016,"PTH",3,6,"M",64,NA,11.02,145,"12:00","ABP","spring",1,"PTH3 6M last year",NA,NA
"Z632954",2016,"PTH",5,5,"F",61,NA,10.88,156,"09:50","ABP","spring",0,NA,NA,NA
"Z632288",2016,"PTH",5,6,"M",66,NA,9.9,156,"09:50","ABP","spring",1,NA,NA,NA
"S922822",2017,"PTH",1,5,"F",62,NA,10.91,146,"11:50","ABP","spring",0,NA,NA,NA
"S922227",2017,"PTH",1,5,"M",64,NA,NA,146,"11:12","KK","spring",0,NA,NA,NA
"S229267",2017,"PTH",2,5,"F",66,NA,10.73,142,"12:20","ABP","spring",0,NA,NA,NA
"S229266",2017,"PTH",2,5,"M",64,NA,10.86,142,"12:20","ABP","spring",0,NA,NA,NA
"Z632253",2017,"PTH",3,6,"M",63,NA,11.52,138,"12:50","ABP","spring",1,NA,NA,NA
"S922214",2017,"PTH",4,6,"M",63,NA,9.89,145,"11:39","TB","spring",0,NA,NA,NA
"S922820",2017,"PTH",5,5,"F",63,NA,9.81,146,"11:00","ABP","spring",0,NA,NA,NA
"S922851",2017,"PTH",6,5,"F",62,NA,10.33,148,"09:00","ABP","spring",0,NA,NA,NA
"S922821",2017,"PTH",6,5,"M",64,NA,10.25,146,"11:30","ABP","spring",0,NA,NA,NA
"S922750",2017,"PTH",8,5,"F",62,NA,11.01,152,"12:00","ABP","spring",0,NA,NA,NA
"S922749",2017,"PTH",8,5,"M",65,NA,10.83,152,"12:00","ABP","spring",0,NA,NA,NA
"S922750",2018,"PTH",1,6,"F",64,NA,10.81,154,"12:15","DAP","spring",1,"PTH8 last year",NA,NA
"AHD7612",2018,"PTH",1,5,"M",63,NA,10.25,150,"12:50","KM","spring",0,NA,NA,NA
"Z632370",2018,"PTH",2,6,"F",63,NA,9.25,156,"10:30","KM","spring",1,"POSSIBLY LONE FEMALE",NA,NA
"S229267",2018,"PTH",3,6,"F",63,NA,10.4,148,"10:30","ABP","spring",1,"PTH2 in 2017, same pair",NA,NA
"S229266",2018,"PTH",3,6,"M",66,NA,11.16,150,"11:40","KM","spring",1,"PTH2 in 2017, same pair",NA,NA
"S921495",2018,"PTH",4,5,"F",61,NA,10.4,150,"12:00","JMS","spring",0,NA,NA,NA
"S921496",2018,"PTH",4,5,"M",65,NA,10.48,150,"12:00","JMS","spring",0,NA,NA,NA
"AHD7994",2018,"PTH",5,6,"F",62,NA,10.62,161,"14:20","ABP","spring",0,NA,NA,NA
"S921496",2018,"PTH",5,6,"M",66,NA,10.79,161,"14:20","ABP","spring",1,NA,NA,NA
"S921494",2018,"PTH",6,5,"F",61,NA,10.11,150,"11:30","JMS","spring",0,NA,NA,NA
"S922821",2018,"PTH",6,6,"M",65,NA,10.58,150,"11:30","JMS","spring",1,"Same nestbox last year",NA,NA
"AHD7250",2018,"PTH",7,6,"F",62,NA,10.62,154,"11:33","JMS","spring",0,NA,NA,NA
"AHD7249",2018,"PTH",7,6,"M",65,NA,10.63,154,"11:30","JMS","spring",0,NA,NA,NA
"ARD6482",2019,"PTH",1,5,"F",62,16.31,10.29,143,"17:40","ABP","spring",0,NA,NA,NA
"S229266",2019,"PTH",1,6,"M",65,17.09,11.11,143,"17:40","ABP","spring",1,NA,NA,NA
"ARD6600",2019,"PTH",2,5,"F",62,16.7,11.48,142,"10:53","JMS","spring",0,NA,NA,NA
"ARD6599",2019,"PTH",2,5,"M",65,16.8,10.7,142,"10:49","JMS","spring",0,NA,NA,NA
"ARD6170",2019,"PTH",3,5,"F",64,18.8,10.9,136,"12:50","KM","spring",0,NA,NA,NA
"ARD6171",2019,"PTH",3,4,"M",66,18.1,10.33,136,"12:50","KM","spring",0,NA,NA,NA
"ARD7000",2019,"PTH",4,5,"F",62,16.7,11.16,143,"18:08","JMS","spring",0,NA,NA,NA
"ARD6601",2019,"PTH",4,6,"M",64,17.2,10.66,143,"18:12","JMS","spring",0,NA,NA,NA
"ARD6999",2019,"PTH",5,5,"F",62,16.05,10.99,143,"17:44","JMS","spring",0,NA,NA,NA
"ARD6998",2019,"PTH",5,5,"M",64,17.1,11.01,143,"17:40","JMS","spring",0,NA,NA,NA
"ARD6950",2019,"PTH",6,5,"F",61,16.4,10.87,142,"11:07","JMS","spring",0,NA,NA,NA
"S922821",2019,"PTH",6,6,"M",66,17.2,11.09,142,"11:03","JMS","spring",1,NA,NA,NA
"ARD6598",2019,"PTH",7,6,"F",62,16.4,10.31,142,"10:12","JMS","spring",0,NA,NA,NA
"AHD7249",2019,"PTH",7,6,"M",64,16.8,10.56,142,"10:08","JMS","spring",1,NA,NA,NA
"ARD6508",2019,"PTH",8,5,"F",62,17.45,10.53,140,"10:20","KM","spring",0,NA,NA,NA
"ARD6599",2019,"PTH",8,5,"M",NA,NA,NA,144,"11:30","JMS","spring",1,NA,NA,NA
"ARD6482",2020,"PTH",1,6,"F",61,NA,10.18,146,"09:48","ABP","spring",1,NA,NA,NA
"AXH7305",2020,"PTH",1,6,"M",63,NA,10.47,146,"09:48","ABP","spring",0,NA,NA,NA
"AXH7402",2020,"PTH",2,5,"F",62,NA,10.98,148,"14:30","ABP","spring",0,NA,NA,NA
"AXH7403",2020,"PTH",2,6,"M",64,NA,11.5,148,"14:30","ABP","spring",0,NA,NA,NA
"ARD6508",2020,"PTH",3,6,"F",63,NA,10.66,146,"10:57","ABP","spring",1,NA,NA,NA
"ARD6171",2020,"PTH",3,6,"M",67,NA,10.57,150,"13:06","ABP","spring",1,NA,"net",NA
"AXH9365",2020,"PTH",4,5,"F",61,NA,10.83,154,"13:11","KM","spring",0,NA,NA,NA
"AXH9366",2020,"PTH",4,6,"M",67,NA,10.66,154,"13:11","KM","spring",0,NA,NA,NA
"AXH9096",2020,"PTH",5,6,"F",62,NA,10.88,145,"10:45","KM","spring",0,NA,NA,NA
"ARD6598",2020,"PTH",7,6,"F",64,NA,10.92,152,"09:15","ABP","spring",1,NA,NA,NA
"AHD7249",2020,"PTH",7,6,"M",64,NA,10.96,150,"13:57","ABP","spring",1,NA,NA,NA
"AXH7427",2020,"PTH",8,5,"F",62,NA,9.9,150,"12:45","ABP","spring",0,NA,NA,NA
"AXH8078",2020,"PTH",8,5,"M",63,NA,11.03,156,"11:59","ABP","spring",0,NA,"net",NA
"AXH9096",2021,"PTH",1,6,"F",62,NA,11.35,145,"10:39","ABP","spring",1,NA,NA,NA
"_APR7098",2021,"PTH",1,5,"M",63,NA,10.7,145,"10:39","ABP","spring",0,NA,NA,NA
"AXH7764",2021,"PTH",3,5,"F",60,NA,9.94,155,"08:29","JMS","spring",0,NA,NA,NA
"ARD6171",2021,"PTH",3,6,"M",67,NA,10.63,155,"08:27","JMS","spring",1,NA,NA,NA
"AXH7402",2021,"PTH",4,6,"F",63,NA,10.95,149,"07:06","ABP","spring",1,NA,"net",NA
"AXH7150",2021,"PTH",4,6,"M",64,NA,10.49,147,"11:00","ABP","spring",1,NA,NA,NA
"_APR7116",2021,"PTH",5,6,"F",62,NA,10.22,147,"11:13","ABP","spring",0,NA,NA,NA
"AXH7149",2021,"PTH",5,6,"M",66,NA,10.41,147,"11:13","ABP","spring",1,NA,NA,NA
"AXH9365",2021,"PTH",6,6,"F",62,NA,10.95,153,"10:38","ABP","spring",1,NA,NA,NA
"_APR7219",2021,"PTH",6,5,"M",65,NA,11.2,153,"10:38","ABP","spring",0,NA,NA,NA
"_APR7220",2021,"PTH",7,5,"F",65,NA,11,153,"10:56","ABP","spring",0,NA,NA,NA
"ARD7514",2021,"PTH",7,6,"M",66,NA,10.97,153,"10:56","ABP","spring",1,NA,NA,NA
"Z632449",2015,"RSY",1,6,"F",65,NA,9.76,150,NA,"ABP","spring",0,NA,NA,NA
"Z632450",2015,"RSY",1,5,"M",67,NA,10.83,150,NA,"ABP","spring",0,NA,NA,NA
"Z632645",2015,"RSY",2,5,"F",61,NA,11.34,160,"09:00","ABP","spring",0,NA,NA,NA
"Z632644",2015,"RSY",2,6,"M",60,NA,10.26,160,"09:00","ABP","spring",0,NA,NA,NA
"Z632371",2015,"RSY",6,5,"F",60,NA,10.26,161,"16:00","ABP","spring",0,NA,NA,NA
"Z632373",2015,"RSY",6,5,"M",63,NA,10.21,163,"16:00","ABP","spring",0,NA,NA,NA
"Z632449",2016,"RSY",1,6,"F",64,NA,10.61,156,"11:50","ABP","spring",0,NA,NA,NA
"Z632958",2016,"RSY",1,6,"M",65,NA,10.64,156,"11:50","ABP","spring",1,NA,NA,NA
"Z632970",2016,"RSY",3,5,"F",62,NA,10.55,161,"07:40","ABP","spring",0,NA,NA,NA
"Z632969",2016,"RSY",3,6,"M",63,NA,10.63,161,"07:40","ABP","spring",0,NA,NA,NA
"Z632960",2016,"RSY",4,6,"F",63,NA,10.82,157,"08:00","ABP","spring",0,NA,NA,NA
"Z632961",2016,"RSY",4,6,"M",64,NA,10.8,157,"08:00","ABP","spring",0,NA,NA,NA
"Z632848",2016,"RSY",5,6,"F",61,NA,11.21,155,"07:45","IBC","spring",0,NA,NA,NA
"Z632849",2016,"RSY",5,6,"M",61,NA,10.4,155,"07:45","IBC","spring",0,NA,NA,NA
"Z632959",2016,"RSY",6,6,"F",60,NA,9.99,157,"07:50","ABP","spring",0,NA,NA,NA
"Z632373",2016,"RSY",6,6,"M",63,NA,10.24,157,"07:50","ABP","spring",1,NA,NA,NA
"S922747",2017,"RSY",1,5,"F",63,NA,10.41,152,"07:50","ABP","spring",0,NA,NA,NA
"S922746",2017,"RSY",1,5,"M",66,NA,10.78,152,"07:50","ABP","spring",0,NA,NA,NA
"S922815",2017,"RSY",2,6,"F",62,NA,11,146,"07:00","ABP","spring",0,NA,NA,NA
"S922365",2017,"RSY",2,6,"M",65,NA,9.85,144,"09:52","TB","spring",0,NA,NA,NA
"S922817",2017,"RSY",3,5,"F",62,NA,11.51,146,"07:10","ABP","spring",0,NA,NA,NA
"S922816",2017,"RSY",3,5,"M",65,NA,10.76,146,"07:10","ABP","spring",0,NA,NA,NA
"S922818",2017,"RSY",5,5,"F",59,NA,10.56,146,"07:20","ABP","spring",0,NA,NA,NA
"S922819",2017,"RSY",5,5,"M",66,NA,10.47,146,"07:20","ABP","spring",0,NA,NA,NA
"S921202",2017,"RSY",8,5,"F",62,NA,10.69,154,"09:05","KK","spring",0,NA,NA,NA
"S921201",2017,"RSY",8,5,"M",62,NA,10.31,154,"09:05","KK","spring",0,NA,NA,NA
"S922747",2018,"RSY",1,6,"F",63,NA,11.02,150,"08:00","ABP","spring",1,"Same nestbox and pair last year",NA,NA
"S922746",2018,"RSY",1,6,"M",66,NA,11.21,150,"08:00","ABP","spring",1,"Same nestbox and pair last year",NA,NA
"Z632960",2018,"RSY",4,6,"F",61,NA,11.18,150,"08:20","ABP","spring",1,NA,NA,NA
"AHD7522",2018,"RSY",4,6,"M",65,NA,10.93,150,"08:20","ABP","spring",0,NA,NA,NA
"S921937",2018,"RSY",5,5,"F",63,NA,10.39,158,"07:53","ABP","spring",0,NA,NA,NA
"S921938",2018,"RSY",5,5,"M",64,NA,11.16,158,"07:53","ABP","spring",0,NA,NA,NA
"AHD7598",2018,"RSY",6,6,"F",61,NA,11.2,154,"13:25","ABP","spring",0,NA,NA,NA
"AHD7599",2018,"RSY",6,5,"M",65,NA,10.6,154,"13:25","ABP","spring",0,NA,NA,NA
"S921926",2018,"RSY",8,6,"M",63,NA,9.47,156,"08:35","ABP","spring",0,"entered as F but based on 2019 and 2020 corrected to M",NA,NA
"ARD6484",2019,"RSY",2,6,"F",64,16.53,11.96,145,"07:35","ABP","spring",0,NA,NA,NA
"ARD6485",2019,"RSY",2,5,"M",65,17.87,11.17,145,"07:35","ABP","spring",0,NA,NA,NA
"ARD6620",2019,"RSY",3,5,"F",62,16.6,11.15,148,"08:35","JMS","spring",0,NA,NA,NA
"ARD6769",2019,"RSY",4,6,"F",62,16.84,11,146,"15:30","ABP","spring",0,NA,NA,NA
"ARD6770",2019,"RSY",4,5,"M",66,17.3,11.22,146,"15:30","ABP","spring",0,NA,NA,NA
"ARD7079",2019,"RSY",7,5,"F",60,16.75,10.02,158,"08:29","JMS","spring",0,NA,NA,NA
"ARD6619",2019,"RSY",8,5,"F",61,16.5,10.56,148,"08:12","JMS","spring",0,NA,NA,NA
"S921926",2019,"RSY",8,6,"M",65,16.5,9.83,148,"08:15","JMS","spring",1,NA,NA,NA
"AXH9174",2020,"RSY",2,6,"F",63,NA,10.83,148,"07:27","KM","spring",0,NA,NA,NA
"AXH9173",2020,"RSY",2,6,"M",68,NA,11.74,148,"07:27","KM","spring",0,NA,NA,NA
"AXH7409",2020,"RSY",3,5,"F",61,NA,10.73,150,"09:19","ABP","spring",0,NA,NA,NA
"AXH7408",2020,"RSY",3,5,"M",64,NA,11.43,150,"09:19","ABP","spring",0,NA,NA,NA
"S921937",2020,"RSY",5,6,"F",62,NA,10.63,154,"16:35","KM","spring",1,NA,NA,NA
"AXH9375",2020,"RSY",5,6,"M",66,NA,10.42,154,"16:35","KM","spring",0,NA,NA,NA
"AXH9175",2020,"RSY",6,5,"F",61,NA,10.17,148,"09:17","KM","spring",0,NA,NA,NA
"AHD7599",2020,"RSY",6,6,"M",65,NA,10.62,150,"10:40","ABP","spring",1,NA,"net",NA
"ARD6619",2020,"RSY",8,6,"F",62,NA,10.6,150,"10:30","ABP","spring",1,NA,"net",NA
"S921926",2020,"RSY",8,6,"M",67,NA,9.82,148,"08:36","KM","spring",1,NA,NA,NA
"AXH9175",2021,"RSY",1,6,"F",63,NA,11,143,"08:15","ABP","spring",1,NA,NA,NA
"AHD7599",2021,"RSY",1,6,"M",65,NA,10.87,143,"08:15","ABP","spring",1,NA,NA,NA
"AXH7409",2021,"RSY",3,6,"F",62,NA,10.71,153,"07:20","JMS","spring",1,NA,NA,NA
"AXH7408",2021,"RSY",3,6,"M",65,NA,10.94,151,"08:02","ABP","spring",1,NA,NA,NA
"AXH7779",2021,"RSY",4,6,"F",64,NA,11.11,157,"08:56","JMS","spring",0,NA,NA,NA
"ARD6485",2021,"RSY",4,6,"M",65,NA,10.86,157,"08:58","JMS","spring",1,NA,NA,NA
"AXH7818",2021,"RSY",5,5,"F",62,NA,11.69,147,"08:25","JMS","spring",0,NA,NA,NA
"AXH9375",2021,"RSY",5,6,"M",66,NA,10.8,147,"13:28","JMS","spring",1,NA,NA,NA
"_APR7172",2021,"RSY",6,5,"F",62,NA,10.64,151,"07:30","ABP","spring",0,NA,NA,NA
"_APR7173",2021,"RSY",6,5,"M",63,NA,10.49,151,"07:30","ABP","spring",0,NA,NA,NA
"AXH7819",2021,"RSY",7,6,"F",61,NA,11.32,147,"08:40","JMS","spring",0,NA,NA,NA
"AXH7820",2021,"RSY",7,5,"M",64,NA,10.72,147,"08:43","JMS","spring",0,NA,NA,NA
"AXH7821",2021,"RSY",8,6,"F",61,NA,11.38,147,"09:06","JMS","spring",0,NA,NA,NA
"AXH7822",2021,"RSY",8,6,"M",63,NA,10.85,147,"09:08","JMS","spring",0,NA,NA,NA
"Z632343",2015,"RTH",2,6,"F",61,NA,10.83,160,"13:30","IBC","spring",0,NA,NA,NA
"Z632344",2015,"RTH",2,6,"M",63,NA,10.71,160,"13:30","IBC","spring",0,NA,NA,NA
"Z632936",2015,"RTH",3,5,"M",62,NA,9.86,166,"12:50","IBC","spring",0,NA,NA,NA
"Z632980",2016,"RTH",1,5,"F",60,NA,10.56,161,"18:40","ABP","spring",0,NA,NA,NA
"Z632979",2016,"RTH",1,6,"M",66,NA,11.66,161,"18:40","ABP","spring",0,NA,NA,NA
"Z632996",2016,"RTH",5,6,"F",63,NA,11.62,165,"20:00","ABP","spring",0,NA,NA,NA
"Z632872",2016,"RTH",5,6,"M",66,NA,10.43,165,"14:05","IBC","spring",0,NA,NA,NA
"Z632899",2016,"RTH",6,6,"M",67,NA,10.49,163,"15:10","JDS","spring",0,NA,NA,NA
"S922589",2017,"RTH",1,5,"F",62,NA,11.49,154,"17:50","KM","spring",0,NA,NA,NA
"Z632979",2017,"RTH",1,6,"M",65,NA,11.46,154,"17:50","KM","spring",1,NA,NA,NA
"Z632872",2017,"RTH",6,6,"M",65,NA,10.77,158,"15:50","KK","spring",1,NA,NA,NA
"ARD7744",2019,"RTH",3,5,"F",61,17.29,10.42,152,"15:35","KM","spring",0,NA,NA,NA
"ARD7743",2019,"RTH",3,5,"M",66,18.4,11.52,152,"15:35","KM","spring",0,NA,NA,NA
"ARD7380",2019,"RTH",4,5,"F",61,15,NA,158,"16:42","JC","spring",0,NA,NA,NA
"ARD7381",2019,"RTH",6,5,"F",60,17.32,10.05,158,"16:45","KK","spring",0,NA,NA,NA
"AXH7600",2020,"RTH",1,5,"F",60,NA,10.51,159,"14:33","JMS","spring",0,NA,NA,NA
"AXH7598",2020,"RTH",1,6,"M",67,NA,11.2,159,"14:27","JMS","spring",0,NA,NA,NA
"AXH7599",2020,"RTH",1,5,"M",63,NA,11.23,159,"14:30","JMS","spring",0,NA,NA,NA
"AXH8239",2020,"RTH",4,5,"F",62,NA,10.34,164,"11:46","ABP","spring",0,NA,"net",NA
"AXH8238",2020,"RTH",4,6,"M",65,NA,11.1,164,"11:46","ABP","spring",0,NA,"net",NA
"ARD7381",2020,"RTH",6,6,"F",62,NA,10.17,164,"12:00","ABP","spring",1,NA,"net",NA
"AHD7763",2020,"RTH",6,6,"M",65,NA,10.65,159,"13:00","JMS","spring",1,NA,NA,NA
"AXH9830",2021,"RTH",4,6,"F",64,NA,10.28,157,"17:15","SEL","spring",0,NA,NA,NA
"AXH8238",2021,"RTH",4,6,"M",64,NA,10.9,157,"17:15","SEL","spring",1,NA,NA,NA
"AXH8239",2021,"RTH",5,6,"F",63,NA,10.57,165,"11:35","KM","spring",1,NA,NA,NA
"AXH8584",2021,"RTH",5,6,"M",65,NA,10.21,165,"11:35","KM","spring",0,NA,NA,NA
"AXH8656",2021,"RTH",6,6,"F",64,NA,9.98,167,"12:05","EAM","spring",0,NA,NA,NA
"AXH8657",2021,"RTH",6,5,"M",65,NA,10.55,167,"12:05","EAM","spring",0,NA,NA,NA
"Z081748",2015,"SER",1,5,"F",NA,NA,10.91,144,NA,"ABP","spring",0,NA,NA,NA
"Z081747",2015,"SER",1,5,"M",NA,NA,10.99,144,NA,"ABP","spring",0,NA,NA,NA
"Z632561",2015,"SER",2,5,"F",62,NA,10.73,156,NA,"ABP","spring",0,NA,NA,NA
"Z081799",2015,"SER",3,6,"F",62,NA,10.45,146,NA,"ABP","spring",0,NA,NA,NA
"Z081798",2015,"SER",3,6,"M",66,NA,11.19,146,NA,"ABP","spring",0,NA,NA,NA
"Z632620",2015,"SER",4,6,"F",61,NA,10.34,157,"12:00","ABP","spring",0,NA,NA,NA
"Z632619",2015,"SER",4,6,"M",67,NA,11.34,157,"12:00","ABP","spring",0,NA,NA,NA
"Z632621",2015,"SER",5,5,"F",62,NA,10.43,157,"12:30","ABP","spring",0,NA,NA,NA
"Z632622",2015,"SER",5,5,"M",66,NA,10.55,157,"12:30","ABP","spring",0,NA,NA,NA
"Z632480",2015,"SER",6,6,"F",62,NA,10.56,151,NA,"ABP","spring",0,NA,NA,NA
"Z632479",2015,"SER",6,6,"M",67,NA,10.14,151,NA,"ABP","spring",0,NA,NA,NA
"Z632385",2016,"SER",1,6,"F",62,NA,11,151,"13:10","ABP","spring",0,NA,NA,NA
"Z081747",2016,"SER",1,6,"M",66,NA,NA,151,"13:10","ABP","spring",1,"same box as 2015",NA,NA
"Z632389",2016,"SER",2,5,"F",65,NA,10.71,153,"10:30","ABP","spring",0,NA,NA,NA
"Z632382",2016,"SER",2,6,"M",64,NA,10.57,146,"12:10","ABP","spring",0,NA,NA,NA
"Z081799",2016,"SER",3,6,"F",62,NA,9.82,151,"13:40","ABP","spring",1,"same box as 2015",NA,NA
"Z632387",2016,"SER",4,5,"F",62,NA,10.61,153,"10:20","ABP","spring",0,NA,NA,NA
"Z632388",2016,"SER",4,5,"M",63,NA,10.98,153,"10:20","ABP","spring",0,NA,NA,NA
"Z081735",2016,"SER",5,5,"F",61,NA,10.51,146,"12:30","ABP","spring",1,"last years nestling from MCH1",NA,NA
"Z632622",2016,"SER",5,6,"M",67,NA,10.92,146,"12:30","ABP","spring",1,"SER5 5M last year",NA,NA
"Z632397",2016,"SER",6,6,"M",67,NA,10.87,154,"13:10","ABP","spring",0,NA,NA,NA
"S228507",2017,"SER",1,5,"M",62,NA,9.99,137,"11:40","KK","spring",1,"recruit from SER5 2016",NA,NA
"S922343",2017,"SER",2,5,"F",63,NA,10.45,143,"11:58","ABP","spring",0,NA,NA,NA
"S922344",2017,"SER",2,5,"M",63,NA,10.42,143,"11:58","ABP","spring",0,NA,NA,NA
"Z081799",2017,"SER",3,6,"F",61,NA,10.12,145,"13:35","TB","spring",1,NA,NA,NA
"S922345",2017,"SER",3,5,"M",66,NA,11.32,143,"12:30","ABP","spring",0,NA,NA,NA
"S228092",2017,"SER",4,5,"F",63,NA,10.57,145,"13:05","KK","spring",1,"recruit from SER4 2016",NA,NA
"Z081735",2017,"SER",5,6,"F",62,NA,10.31,133,"12:02","KK","spring",1,"bred at this box last year. Ringed as nestling from 2015 at MCH.",NA,NA
"Z632622",2017,"SER",5,6,"M",66,NA,10.9,134,"11:40","ABP","spring",1,NA,NA,NA
"S922215",2017,"SER",6,6,"F",62,NA,9.46,145,"13:56","KK","spring",0,NA,NA,NA
"Z632397",2017,"SER",6,6,"M",67,NA,10.79,146,"10:00","ABP","spring",1,NA,NA,NA
"S229180",2017,"SER",7,5,"F",61,NA,10.63,139,"11:30","ABP","spring",0,NA,NA,NA
"S228508",2017,"SER",7,5,"M",66,NA,11.17,140,"11:20","ABP","spring",1,"recruit from SER5 2016",NA,NA
"S229265",2017,"SER",8,5,"F",60,NA,10.66,142,"11:20","ABP","spring",0,NA,NA,NA
"S228508",2017,"SER",8,5,"M",66,NA,11.08,143,"10:57","ABP","spring",1,"polygamous male - at SER7",NA,NA
"S228507",2018,"SER",1,6,"M",63,NA,10.34,149,"13:00","ABP","spring",1,"SER1 in 2017",NA,NA
"S921784",2018,"SER",2,6,"F",64,NA,10.89,145,"13:05","JB","spring",0,NA,NA,NA
"S922344",2018,"SER",2,6,"M",66,NA,10.5,145,"12:40","JB","spring",1,"Same nestbox last year",NA,NA
"Z632387",2018,"SER",3,6,"F",63,NA,10.74,149,"12:15","JB","spring",1,NA,NA,NA
"S922345",2018,"SER",3,6,"M",65,NA,11.68,149,"12:15","JB","spring",1,NA,NA,NA
"AHD7993",2018,"SER",4,5,"F",62,NA,10.2,161,"13:10","ABP","spring",0,NA,NA,NA
"S921946",2018,"SER",4,6,"M",66,NA,11.01,158,"14:10","ABP","spring",0,NA,NA,NA
"S228092",2018,"SER",5,6,"F",62,NA,11.37,147,"12:10","ABP","spring",1,"SER4 recruit, SER4 last year",NA,NA
"Z632622",2018,"SER",5,6,"M",67,NA,11.15,152,"12:00","ABP","spring",1,"same nest since 2015",NA,NA
"S922215",2018,"SER",6,6,"F",64,NA,9.78,145,"13:40","JB","spring",1,"SER6 in 2017",NA,NA
"Z632397",2018,"SER",6,6,"M",66,NA,10.89,145,"13:40","JB","spring",1,"Same nestbox in 2017 and 2016",NA,NA
"S921493",2018,"SER",7,4,"F",61,NA,9.87,150,"09:30","JMS","spring",0,NA,NA,NA
"S921685",2018,"SER",7,5,"M",65,NA,11.03,147,"12:30","KM","spring",0,NA,NA,NA
"S921109",2018,"SER",8,6,"F",62,NA,10.4,146,"10:34","ABP","spring",0,NA,NA,NA
